prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
56223,48625020,Amoxicillin 250mg/5ml oral suspension (Sandoz Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
56561,47417020,Amoxicillin 125mg/5ml oral suspension (Waymade Healthcare Plc),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
56578,47413020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
56591,5607020,Augmentin-Duo 400/57 oral suspension (Lexon (UK) Ltd),Amoxicillin trihydrate/Potassium clavulanate,80mg/1ml + 11.4mg/1ml,Oral suspension,Oral
56700,5580020,Amoxil 500mg capsules (Necessity Supplies Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
56884,5587020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
57081,47410020,Co-amoxiclav 500mg/125mg tablets (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
57178,5674020,Amoxicillin 3g oral powder sachets sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,3gram,Powder,Oral
57833,5567020,Amoxil 500mg capsules (Waymade Healthcare Plc),Amoxicillin trihydrate,500mg,Capsule,Oral
57886,5579020,Amoxil 500mg capsules (Stephar (U.K.) Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
57966,38546020,Amoxicillin 250mg capsules (Medreich Plc),Amoxicillin trihydrate,250mg,Capsule,Oral
57997,47414020,Ampicillin 250mg capsules (Waymade Healthcare Plc),Ampicillin,250mg,Capsule,Oral
58053,5683020,Amoxicillin 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
58057,59323020,Amoxicillin 250mg/5ml oral suspension sugar free (Sandoz Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
58097,5584020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
58205,5677020,Amoxicillin 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous
58494,16727021,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Colorama Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
58520,5624020,Ampicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Ampicillin,250mg,Capsule,Oral
58771,16724021,Amoxicillin 250mg capsules (DE Pharmaceuticals),Amoxicillin trihydrate,250mg,Capsule,Oral
58803,38979020,Co-amoxiclav 250mg/125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
59042,5554020,Amoxicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
59112,16730021,Amoxicillin 125mg/5ml oral suspension sugar free (DE Pharmaceuticals),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
59153,47407020,Amoxicillin 250mg capsules (Waymade Healthcare Plc),Amoxicillin trihydrate,250mg,Capsule,Oral
59391,16731021,Amoxicillin 125mg/5ml oral suspension (DE Pharmaceuticals),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
59432,20223021,Amoxicillin 250mg capsules (Accord Healthcare Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
59481,5562020,Amoxicillin 250mg capsules (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
59588,47756020,Co-amoxiclav 125mg/31mg/5ml oral suspension (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
59592,5566020,Amoxicillin 500mg capsules (Pfizer Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
59740,5622020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
59879,16725021,Amoxicillin 500mg capsules (DE Pharmaceuticals),Amoxicillin trihydrate,500mg,Capsule,Oral
59908,21388021,Co-amoxiclav 500mg/125mg tablets (DE Pharmaceuticals),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
60027,16734021,Amoxicillin 250mg/5ml oral suspension sugar free (DE Pharmaceuticals),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
60034,21390021,Co-amoxiclav 250mg/125mg tablets (DE Pharmaceuticals),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
60134,5620020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
60267,16732021,Amoxicillin 250mg/5ml oral suspension (DE Pharmaceuticals),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
60281,23190021,Co-amoxiclav 125mg/31mg/5ml oral suspension (CST Pharma Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
61207,5661020,Amoxicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
61299,25610021,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
61407,16726021,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Colorama Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
61906,5575020,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
62074,5666020,Amoxicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
62102,47418020,Amoxicillin 250mg/5ml oral suspension (Waymade Healthcare Plc),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
62332,31393021,Co-amoxiclav 875mg/125mg tablets,Potassium clavulanate/Amoxicillin trihydrate,125mg + 875mg,Tablet,Oral
62377,31358021,Co-amoxiclav 500mg/125mg tablets (Creo Pharma Ltd),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
62442,47420020,Amoxicillin 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
62597,5608020,Augmentin-Duo 400/57 oral suspension (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,80mg/1ml + 11.4mg/1ml,Oral suspension,Oral
62686,40840021,Co-amoxiclav 125mg/31mg/5ml oral suspension (Pharma-z Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
62762,48668020,Amoxicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
62786,48589020,Amoxicillin 250mg powder for solution for injection vials (Wockhardt UK Ltd),Amoxicillin sodium,250mg,Powder for solution for injection,Intramuscular/Intravenous
63063,21920021,Co-amoxiclav 250mg/62mg/5ml oral suspension (DE Pharmaceuticals),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
63452,31394021,Co-amoxiclav 875mg/125mg tablets (Creo Pharma Ltd),Potassium clavulanate/Amoxicillin trihydrate,125mg + 875mg,Tablet,Oral
63582,48040021,Amoxicillin 125mg/5ml oral suspension (Crescent Pharma Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
63911,70954020,Amoxicillin 250mg capsules (Almus Pharmaceuticals Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
64355,52253021,Amoxicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
64357,47408020,Amoxicillin 500mg capsules (Waymade Healthcare Plc),Amoxicillin trihydrate,500mg,Capsule,Oral
64794,52246021,Amoxicillin 250mg capsules (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,250mg,Capsule,Oral
64986,5617020,Co-amoxiclav 500mg/100mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium/Potassium clavulanate,500mg + 100mg,Powder for solution for injection,Intravenous
65031,48041021,Amoxicillin 250mg/5ml oral suspension (Crescent Pharma Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
65056,47411020,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Sandoz Ltd),Amoxicillin trihydrate/Potassium clavulanate,80mg/1ml + 11.4mg/1ml,Oral suspension,Oral
65095,52255021,Amoxicillin 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
65215,52249021,Co-amoxiclav 250mg/125mg tablets (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
65533,23191021,Co-amoxiclav 250mg/62mg/5ml oral suspension (CST Pharma Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
65958,52247021,Amoxicillin 500mg capsules (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,500mg,Capsule,Oral
66062,53511021,Amoxicillin 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
66650,47409020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
66747,62304021,Co-amoxiclav 250mg/125mg tablets (Brown & Burk UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
66905,68597020,Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Wockhardt UK Ltd),Potassium clavulanate/Amoxicillin sodium,200mg + 1000mg,Powder for solution for injection,Intravenous
67466,62301021,Co-amoxiclav 500mg/125mg tablets (Brown & Burk UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
67694,53506021,Co-amoxiclav 250mg/125mg tablets (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
67771,72744020,Co-amoxiclav 1000mg/200mg powder for solution for injection vials (PLIVA Pharma Ltd),Potassium clavulanate/Amoxicillin sodium,200mg + 1000mg,Powder for solution for injection,Intravenous
67787,62217020,Ampicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Ampicillin,50mg/1ml,Oral suspension,Oral
68408,62303021,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Brown & Burk UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,80mg/1ml + 11.4mg/1ml,Oral suspension,Oral
68416,5581020,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
68476,5574020,Amoxil 500mg capsules (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,500mg,Capsule,Oral
68545,5678020,Amoxicillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular
69118,71445021,Amoxicillin 500mg capsules (Brown & Burk UK Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
69140,53507021,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
69292,52248021,Co-amoxiclav 500mg/125mg tablets (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
69340,48630020,Amoxicillin 125mg/5ml Mixture (Mepra-Pharm),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
69398,5555020,Respillin 250mg capsules (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
69532,5573020,Amoxil 500mg capsules (DE Pharmaceuticals),Amoxicillin trihydrate,500mg,Capsule,Oral
69711,71444021,Amoxicillin 250mg capsules (Brown & Burk UK Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
69901,5657020,Amoxicillin 125mg/5ml oral suspension sugar free (Arrow Generics Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
69920,61456021,Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
70275,66030021,Amoxicillin 3g oral powder sachets sugar free (Brown & Burk UK Ltd),Amoxicillin trihydrate,3gram,Powder,Oral
71001,5628020,Ampicillin 250mg capsules (Phoenix Healthcare Distribution Ltd),Ampicillin,250mg,Capsule,Oral
71086,38910020,Co-fluampicil 250mg/250mg capsules (Almus Pharmaceuticals Ltd),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
71092,5635020,Ampicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Ampicillin,25mg/1ml,Oral suspension,Oral
71420,5643020,Co-fluampicil 125mg/125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Flucloxacillin magnesium/Ampicillin trihydrate,25mg/1ml + 25mg/1ml,Oral suspension,Oral
71541,52441021,Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
71609,53503021,Amoxicillin 250mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
71819,5619020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
71820,61817020,Ampicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Ampicillin,50mg/1ml,Oral suspension,Oral
71937,77924021,Co-amoxiclav 500mg/125mg tablets (Almus Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
72664,92251020,Amoxicillin 875mg / Clavulanic acid 125mg tablets,Amoxicillin Trihydrate/Potassium Clavulanate,,,
73039,78219021,Co-amoxiclav 500mg/100mg powder for solution for injection vials (Bowmed Ibisqus Ltd),Amoxicillin sodium/Potassium clavulanate,500mg + 100mg,Powder for solution for injection,Intravenous
73125,47415020,Co-fluampicil 250mg/250mg capsules (Waymade Healthcare Plc),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
73510,75784021,Amoxicillin 500mg/50ml infusion bags,Amoxicillin sodium,10mg/1ml,Infusion,Intravenous
73979,81465021,Amoxicillin 250mg/5ml oral suspension sugar free (RX Farma),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
73983,5610020,Augmentin 375mg tablets (Dowelhurst Ltd),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
74309,5681020,Amoxicillin 250mg/5ml oral suspension sugar free (Dowelhurst Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
74365,5658020,Amoxicillin 125mg/5ml oral suspension sugar free (Dowelhurst Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
74550,52252021,Amoxicillin 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
693,74274020,Piperacillin 2g / Tazobactam 250mg powder for solution for injection vials,Piperacillin sodium/Tazobactam sodium,2gram + 250mg,Powder for solution for injection,Intravenous
694,74271020,Tazocin 4.5g Powder for solution for injection (Pfizer Consumer Healthcare Ltd),Piperacillin sodium/Tazobactam sodium,4gram + 500mg,Powder for solution for infusion,Intravenous
8515,52109020,Uticillin 500mg Tablet (Beecham Research Laboratories),Carfecillin Sodium,500mg,Tablet,Oral
16594,65818020,Piperacillin 1g/vial injection,Piperacillin Sodium,1g/vial,Injection,
17323,74275020,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,Piperacillin sodium/Tazobactam sodium,4gram + 500mg,Powder for solution for infusion,Intravenous
17375,60192020,Azlocillin 5g/vial injection,Azlocillin Sodium,5g/vial,Injection,
18961,60410020,Pyopen 1g sterile Powder (Link Pharmaceuticals Ltd),Carbenicillin,1g,Powder,
18962,67061020,Ticarcillin 1g/vial Injection,Ticarcillin Sodium,1g/vial,Injection,
19368,74270020,Tazocin 2.25g powder for solution for injection vials (Pfizer Ltd),Piperacillin sodium/Tazobactam sodium,2gram + 250mg,Powder for solution for injection,Intravenous
21737,65819020,Piperacillin 2g/vial injection,Piperacillin Sodium,2g/vial,Injection,
22453,60191020,Azlocillin 1g/vial injection,Azlocillin Sodium,1g/vial,Injection,
23602,67062020,Ticarcillin 3g/vial Injection,Ticarcillin Sodium,3g/vial,Injection,
24063,58854020,Timentin 3.2g powder for solution for infusion vials (GlaxoSmithKline UK Ltd),Ticarcillin sodium/Potassium clavulanate,3gram + 200mg,Powder for solution for infusion,Intravenous
25515,55597020,Azlocillin 2g/vial injection,Azlocillin Sodium,2g/vial,Injection,
25938,67063020,Ticarcillin 5g/vial Injection,Ticarcillin Sodium,5g/vial,Injection,
29589,67069020,Ticar 1g/vial Injection (Link Pharmaceuticals Ltd),Ticarcillin Sodium,1g/vial,Injection,
30423,55598020,Azlocillin 5g/vial infusion,Azlocillin Sodium,5g/vial,Infusion,
30615,67071020,Ticar 5g/vial Injection (Link Pharmaceuticals Ltd),Ticarcillin Sodium,5g/vial,Injection,
31174,65820020,Piperacillin 4g/infusion bottle infusion,Piperacillin Sodium,4g/infusion Bottle,Infusion,
32318,72760020,Securopen 5g/vial Infusion (Bayer Plc),Azlocillin Sodium,5g/vial,Infusion,Intravenous Infusion
32363,72759020,Securopen 2g/vial Injection (Bayer Plc),Azlocillin Sodium,2g/vial,Injection,Intravenous Injection
33421,67941020,Ticarcillin 3g / Clavulanic acid 200mg powder for solution for infusion vials,Ticarcillin sodium/Potassium clavulanate,3gram + 200mg,Powder for solution for infusion,Intravenous
47648,60475020,Carfecillin 500mg tablets,Carfecillin Sodium,500mg,Tablets,Oral
49724,5645020,Tazocin 4.5g powder for solution for infusion vials (Pfizer Ltd),Piperacillin sodium/Tazobactam sodium,4gram + 500mg,Powder for solution for infusion,Intravenous
66222,60406020,Carbenicillin 1g sterile powder,,,,
71473,78222021,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials (Bowmed Ibisqus Ltd),Piperacillin sodium/Tazobactam sodium,2gram + 250mg,Powder for solution for injection,Intravenous
72041,5654020,Piperacillin 2g / Tazobactam 250mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Piperacillin sodium/Tazobactam sodium,2gram + 250mg,Powder for solution for injection,Intravenous
9601,52805020,Selexid 200mg tablets (LEO Pharma),Pivmecillinam hydrochloride,200mg,Tablet,Oral
12014,65892020,Pivmecillinam 200mg tablets,Pivmecillinam hydrochloride,200mg,Tablet,Oral
68786,69447021,Pivmecillinam 200mg/5ml oral suspension,Pivmecillinam hydrochloride,40mg/1ml,Oral suspension,Oral
155,72804020,Cefalexin 250mg capsules,Cefalexin,250mg,Capsule,Oral
192,56409020,Ceporex 250mg Capsule (Galen Ltd),Cefalexin,250mg,Capsule,Oral
232,60546020,Cefotaxime 500mg powder for solution for injection vials,Cefotaxime sodium,500mg,Powder for solution for injection,Intravenous/Intramuscular
290,73974020,Cefuroxime 1.5g powder for injection vials,Cefuroxime sodium,1.5gram,Powder for injection,Intramuscular/Intravenous
319,68126020,Distaclor 500mg Capsule (Dista Products Ltd),Cefaclor monohydrate,500mg,Capsule,Oral
325,60534020,Cefalotin 1g/vial injection,Cefalotin,1g/vial,Injection,
366,60511020,Cefaclor 250mg capsules,Cefaclor monohydrate,250mg,Capsule,Oral
400,72805020,Cefalexin 500mg capsules,Cefalexin,500mg,Capsule,Oral
565,60563020,Cefradine 250mg capsules,Cefradine,250mg,Capsule,Oral
684,71932020,Ceftriaxone 1g powder for solution for injection vials,Ceftriaxone sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular
725,68012020,Cefuroxime 125mg/5ml oral suspension,Cefuroxime axetil,25mg/1ml,Oral suspension,Oral
830,90917020,Keflex 250mg tablets (Flynn Pharma Ltd),Cefalexin,250mg,Tablet,Oral
843,73774020,Cefixime 200mg tablets,Cefixime,200mg,Tablet,Oral
865,60612020,Cefalexin 500mg tablets,Cefalexin,500mg,Tablet,Oral
1038,60512020,Cefaclor 125mg/5ml oral suspension,Cefaclor monohydrate,25mg/1ml,Oral suspension,Oral
1110,73775020,Cefixime 100mg/5ml oral suspension,Cefixime,20mg/1ml,Oral suspension,Oral
1146,60611020,Cefalexin 250mg tablets,Cefalexin,250mg,Tablet,Oral
1306,73778020,Suprax 200mg tablets (Sanofi),Cefixime,200mg,Tablet,Oral
1384,60622020,Cefalexin 125mg/5ml suspension,Cefalexin,125mg/5ml,Suspension,Oral
1693,60616020,Cefalexin 125mg/5ml oral suspension,Cefalexin,25mg/1ml,Oral suspension,Oral
1713,60623020,Cefalexin 250mg/5ml suspension,Cefalexin,250mg/5ml,Suspension,Oral
1860,60617020,Cefalexin 250mg/5ml oral suspension,Cefalexin,50mg/1ml,Oral suspension,Oral
1942,60518020,Cefadroxil 500mg capsules,Cefadroxil monohydrate,500mg,Capsule,Oral
2227,60618020,Cefalexin 500mg/5ml oral suspension,Cefalexin,100mg/1ml,Oral suspension,Oral
2428,49033020,Distaclor 125mg/5ml Liquid (Dista Products Ltd),Cefaclor monohydrate,25mg/1ml,Oral suspension,Oral
