DrugCode,Chapter,Description
17889,92635997,05.01.02.00,Ceftibuten 90mg/5ml oral suspension,75940020,Ceftibuten 90mg/5ml suspension,Ceftibuten,90mg/5ml,Suspension,Oral,5010201,Cephalosporins
,93776997,05.01.02.01,Ceftriaxone 1g/50ml infusion bags,,,,,,,,
,96838996,05.01.02.00,Cefuroxime 1.5g/50ml infusion bags,,,,,,,,
55387,94264979,05.01.02.00,Cefuroxime 125mg/sachet granules,5734020,Cefuroxime 125mg granules sachets,Cefuroxime axetil,125mg,Granules,Oral,0,Unknown
,93030998,05.01.02.00,Cefuroxime 750mg/50ml infusion bags,,,,,,,,
25666,96838997,05.01.02.01,Cefuroxime 750mg/50ml infusion bags,74546020,Cefuroxime with Saline 750mg infusion,Cefuroxime Sodium,750mg,Infusion,,5010201,Cephalosporins
10300,96811998,05.01.07.00,Chloramphenicol 1.2g injection (powder for reconstitution),60711020,Chloramphenicol 1.2g/vial sterile powder,Chloramphenicol Sodium Succinate,1.2g/vial,Sterile Powder,,5010700,Other Antibacterials
14546,96153992,05.01.07.00,Chloramphenicol 125mg/5ml suspension,60707020,Chloramphenicol 125mg/ml oral suspension,Chloramphenicol,125mg/ml,Oral Suspension,Oral,5010700,Other Antibacterials
17231,96812996,05.01.07.00,Chloramphenicol 300mg injection (powder for reconstitution),60708020,Chloramphenicol 300mg/vial sterile powder,Chloramphenicol Sodium Succinate,300mg/vial,Sterile Powder,,5010700,Other Antibacterials
,94806992,05.01.07.00,Chloramphenicol powder,,,,,,,,
31007,99923997,05.01.03.00,Chlortetracycline hydrochloride powder,48277020,Aureomycin Powder (Wyeth Pharmaceuticals),Chlortetracycline Hydrochloride,,Powder,,50000000,Ingredients
,94760992,05.01.01.03,Ciclacillin 125mg/5ml suspension,,,,,,,,
765,86473998,05.01.05.00,Clarithromycin 250mg/sachet granules,76384020,Clarithromycin 250mg granules sachets,Clarithromycin,250mg,Granules,Oral,5010500,Macrolides
10987,97925996,05.01.06.00,Clindamycin 75mg/5ml paediatric suspension,61403020,Clindamycin HCl 75mg/5ml granules for suspension,Clindamycin Hydrochloride,75mg/5ml,Granules For Suspension,Oral,5010600,Clindamycin
29474,93849997,05.01.01.03,Co-amoxiclav 1000mg/200mg/100ml infusion bags,67573020,Amoxicillin 1000mg with clavulanic acid 100mg/vial injection,Potassium Clavulanate/Amoxicillin Sodium,1g + 200mg/vial,Injection,,5010103,Broad-spectrum Penicillins
829,99927997,05.01.01.03,Co-amoxiclav 125mg+250mg sugar free dispersible tablets,73853020,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Dispersible tablet,Oral,0,Unknown
5454,97133998,05.01.01.03,Co-fluampicil 250mg+250mg capsules,73901020,Co-fluampicil 250mg/250mg capsules,Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral,5010103,Broad-spectrum Penicillins
45237,98362997,05.01.01.03,Co-fluampicil 500mg+500mg injection (powder for reconstitution),73906020,Co-fluampicil 500mg with 500mg injection,Ampicillin Trihydrate/Flucloxacillin Sodium,500mg+500mg,Injection,,05010102/05010103,Penicillinase-resistant Penicillins/Broad-spectrum Penicillins
10720,97198997,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 40mg+200mg paediatric tablets,5149007,CO-TRIMOXAZOLE PAED 200 MG SYR,,,,,0,Unknown
30201,97187998,05.01.08.00,Co-trimoxazole 240mg/5ml paediatric suspension,59372020,Co-trimoxazole 240mg/5ml Paediatric mixture (Lagap),Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral,05010800/05040800,Sulphonamides And Trimethoprim/Drugs For Pneumocystis Pneumonia
8286,99143997,05.01.08.00,Co-trimoxazole 480mg dispersible tablets,59049020,Co-trimoxazole (trimethoprim and sulfamethoxazole) 80mg+400mg dispersible tablets,Sulfamethoxazole/Trimethoprim,80mg+400mg,Dispersible Tablet,Oral,05010800/05040800,Sulphonamides And Trimethoprim/Drugs For Pneumocystis Pneumonia
606,93957998,05.01.08.00,Co-trimoxazole 480mg tablets,59048020,Co-trimoxazole 80mg/400mg tablets,Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral,5010800,Sulphonamides And Trimethoprim
1467,96169992,05.01.08.00,Co-trimoxazole 960mg tablets,59050020,Co-trimoxazole 160mg/800mg tablets,Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral,5010800,Sulphonamides And Trimethoprim
13261,96612997,05.01.07.00,Colistimethate sodium 500ku injection (powder for reconstitution),61577020,"Colistimethate 500,000unit powder for solution for injection vials",Colistimethate sodium,500000unit,Powder for solution for injection,Intravenous/Inhalation,0,Unknown
8684,96613997,05.01.07.00,Colistin sulfate 250ku/5ml syrup,61573020,"Colistin 250,000units/5ml oral solution",Colistin sulfate,50000unit/1ml,Oral solution,Oral,5010701,Polymyxins
,92481998,05.01.03.00,Compound tetracycline 300mg tablets,,,,,,,,
970,97913998,05.01.03.00,Doxycycline 100mg tablets,62869020,Doxycycline (as hyclate) 100mg tablets,Doxycycline Hyclate,100mg,Tablets,Oral,05010300/05040100,Tetracyclines/Antimalarials
65189,98969996,05.01.03.00,Doxycycline 50mg/5ml syrup,19795020,Doxycycline 50mg/5ml oral suspension,Doxycycline hyclate,10mg/1ml,Oral suspension,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne
4672,90499998,05.01.05.00,Erythromycin 125mg/5ml sugar free suspension,60848020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,5010500,Macrolides
2429,97095998,05.01.05.00,Erythromycin 125mg/5ml suspension,60842020,Erythromycin ethyl succinate 125mg/5ml oral suspension,Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,5010500,Macrolides
30234,99679997,05.01.05.00,Erythromycin 125mg/sachet granules,74143020,Erythromycin ethylsuccinate 125mg sachets,Erythromycin Ethyl Succinate,125mg,Sachets,Oral,5010500,Macrolides
12330,94819998,05.01.05.00,Erythromycin 1g/sachet granules,68308020,Erythromycin ethylsuccinate 1g sachets,Erythromycin Ethyl Succinate,1g,Sachets,Oral,5010500,Macrolides
29154,99542998,05.01.05.00,Erythromycin 250mg capsules,56967020,Erythromycin 250mg Capsule (Actavis UK Ltd),Erythromycin Lactobionate,250mg,Capsule,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne
2225,89421998,05.01.05.00,Erythromycin 250mg/5ml sugar free suspension,60849020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,5010500,Macrolides
2376,97095997,05.01.05.00,Erythromycin 250mg/5ml suspension,60843020,Erythromycin ethyl succinate 250mg/5ml oral suspension,Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,5010500,Macrolides
13635,97519998,05.01.05.00,Erythromycin 250mg/sachet granules,74144020,Erythromycin ethylsuccinate 250mg sachets,Erythromycin Ethyl Succinate,250mg,Sachets,Oral,5010500,Macrolides
14171,90499996,05.01.05.00,Erythromycin 500mg/5ml sugar free suspension,81195020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,5010500,Macrolides
2226,97095996,05.01.05.00,Erythromycin 500mg/5ml suspension,60844020,Erythromycin ethyl succinate 500mg/5ml oral suspension,Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,5010500,Macrolides
15713,98751997,05.01.05.00,Erythromycin 500mg/sachet granules,68310020,Erythromycin ethylsuccinate 500mg sachets,Erythromycin Ethyl Succinate,500mg,Sachets,Oral,5010500,Macrolides
27474,99386997,05.01.09.00,Ethambutol hydrochloride & isoniazid 250mg+100mg tablets,60895020,Ethambutol with Isoniazid 250mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,250mg + 100mg,Tablets,Oral,5010900,Antituberculosis Drugs
8295,99386996,05.01.09.00,Ethambutol hydrochloride & isoniazid 300mg+100mg tablets,60896020,Ethambutol with Isoniazid 300mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,300mg + 100mg,Tablets,Oral,5010900,Antituberculosis Drugs
32316,96773996,05.01.09.00,Ethambutol powder,50563020,Myambutol Powder (Wyeth Pharmaceuticals),Ethambutol Hydrochloride,,Powder,,5010900,Antituberculosis Drugs
,96071992,05.01.09.00,Ethionamide 125 mg tab,,,,,,,,
457,97881998,05.01.01.02,Flucloxacillin 125mg/5ml syrup,59410020,Flucloxacillin 125mg/5ml oral solution,Flucloxacillin sodium,25mg/1ml,Oral solution,Oral,5010102,Penicillinase-resistant Penicillins
,96532997,05.01.01.02,Flucloxacillin 1g/50ml infusion bags,,,,,,,,
1001,97881997,05.01.01.02,Flucloxacillin 250mg/5ml syrup,59414020,Flucloxacillin 250mg/5ml oral solution,Flucloxacillin sodium,50mg/1ml,Oral solution,Oral,5010102,Penicillinase-resistant Penicillins
10814,92974998,05.01.01.02,Flucloxacillin 500mg injection (powder for reconstitution),61910020,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural,5010102,Penicillinase-resistant Penicillins
26113,92817997,05.01.13.00,Fosfomycin trometamol 2g/sachet granules,75297020,Fosfomycin 2g Sachets,Fosfomycin,2g,Sachets,Oral,5011300,Urinary-tract Infections
16591,96479998,05.01.04.00,Framycetin sulfate 250mg tablets,62095020,Framycetin 250mg Tablet,Framycetin Sulphate,250mg,Tablet,Oral,5010400,Aminoglycosides
30972,96479997,05.01.04.00,Framycetin sulfate 500mg powder,62128020,Soframycin 500mg/vial Powder (Hoechst Marion Roussel),Framycetin Sulphate,500mg/vial,Powder,,13100101,Antibacterial Preparations Only Used Topically
61560,52994979,05.01.09.00,Generic Voractiv tablets,47005020,Voractiv tablets (Thornton & Ross Ltd),Ethambutol hydrochloride/Rifampicin/Pyrazinamide/Isoniazid,275mg + 150mg + 400mg + 75mg,Tablet,Oral,5010900,Antituberculosis Drugs
,96285998,05.01.04.00,Gentamicin 2mg/2ml intrathecal injection,,,,,,,,
17676,97950992,05.01.02.00,Imipenem & cilastatin 250mg+250mg intravenous infusion (pdr for recon),68954020,Imipenem with cilastatin 250mg+250mg Injection,Cilastatin Sodium/Imipenem Monohydrate,250mg+250mg,Injection,,5010202,Carbapenems
17687,91366998,05.01.02.00,Imipenem & cilastatin 500mg+500mg intramuscular injection (pdr for recon),79497020,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Cilastatin sodium/Imipenem monohydrate,500mg + 500mg,Powder for suspension for injection,Intramuscular,0,Unknown
25297,99386998,05.01.09.00,Isoniazid with ethambutol 100mg + 200mg tablet,60894020,Ethambutol with Isoniazid 200mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,200mg + 100mg,Tablets,Oral,5010900,Antituberculosis Drugs
8603,98339998,05.01.09.00,Isoniazid with ethambutol 100mg + 365mg tablet,60900020,Ethambutol with Isoniazid 365mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,365mg + 100mg,Tablets,Oral,5010900,Antituberculosis Drugs
,96009996,05.01.06.00,Lincomycin 600mg/2ml injection,,,,,,,,
21478,99640998,05.01.11.00,Metronidazole & nystatin 400mg+100000iu tablets & pessaries,80703020,"Nystatin with metronidazole 100,000iu with 400mg vaginal insert and tablet",Metronidazole/Nystatin,"100,000iu + 400mg",Vaginal Inserts,,5011100,Metronidazole And Tinidazole
9073,98474998,05.01.12.00,Nalidixic acid & sodium citrate 660mg/sachet effervescent granules,64920020,Nalidixic acid with sodium citrate 660mg + 3750mg Sachets,Nalidixic Acid/Sodium Citrate,660mg + 3750mg,Sachets,Oral,5011200,Quinolones
10306,99371997,05.01.12.00,Nalidixic acid 300mg/5ml sugar free suspension,64917020,Nalidixic acid 300mg/5ml oral suspension sugar free,Nalidixic acid,60mg/1ml,Oral suspension,Oral,0,Unknown
372,93757998,05.01.12.00,Nalidixic acid 300mg/5ml suspension,64916020,Nalidixic acid 300mg/5ml oral suspension,Nalidixic acid,60mg/1ml,Oral suspension,Oral,5011200,Quinolones
16806,95731996,05.01.04.00,Netilmicin 100mg/1ml injection,65023020,Netilmicin 100mg/ml Injection,Netilmicin Sulphate,100mg/ml,Injection,,5010400,Aminoglycosides
,96080992,05.01.04.00,Netilmicin 150mg/1.5ml injection,,,,,,,,
7448,95731998,05.01.04.00,Netilmicin 15mg/1.5ml injection,65021020,Netilmicin 15mg/1.5ml solution for injection ampoules,Netilmicin sulfate,10mg/1ml,Solution for injection,Intramuscular/Intravenous,0,Unknown
31332,95731997,05.01.04.00,Netilmicin 50mg/1ml injection,65022020,Netilmicin 50mg/1ml solution for injection ampoules,Netilmicin sulfate,50mg/1ml,Solution for injection,Intramuscular/Intravenous,0,Unknown
21445,99869997,05.01.01.03,Pheneticillin 125mg/5ml syrup,65645020,Phenethicillin 125mg/5ml oral solution,Phenethicillin Sodium,125mg/5ml,Syrup,Oral,5010101,Benzylpenicillin And Phenoxymethylpenicillin
21433,99869998,05.01.01.03,Pheneticillin 250mg capsules,65644020,Phenethicillin 250mg capsule,Phenethicillin Sodium,250mg,Capsules,Oral,5010101,Benzylpenicillin And Phenoxymethylpenicillin
224,95588997,05.01.01.01,Phenoxymethylpenicillin 62.5mg/5ml syrup,68219020,Penicillin V 62.5mg/5ml syrup,Phenoxymethylpenicillin Potassium,62.5mg/5ml,Syrup,Oral,5010101,Benzylpenicillin And Phenoxymethylpenicillin
25832,98451998,05.01.01.03,Pivampicillin & pivmecillinam 125mg+100mg tablets,65875020,Pivampicillin 125mg with pivmecillinam100mg tablet,Pivampicillin/Pivmecillinam Hydrochloride,125mg + 100mg,Tablets,Oral,5010103,Broad-spectrum Penicillins
12540,94872998,05.01.01.03,Pivampicillin & pivmecillinam 250mg+200mg tablets,65876020,Pivampicillin 250mg with pivmecillinam 200mg tablet,Pivampicillin/Pivmecillinam Hydrochloride,250mg + 200mg,Tablets,Oral,5010103,Broad-spectrum Penicillins
17181,97918992,05.01.01.03,Pivampicillin 175mg/sachet granules,65872020,Pivampicillin 175mg sachet,Pivampicillin,175mg,Sachets,Oral,5010103,Broad-spectrum Penicillins
,98450998,05.01.01.03,Pivmecillinam 46.2mg with pivampicillin 62.5mg/5ml oral solution,,,,,,,,
21037,95561998,05.01.08.00,Sulfacarbamide 500mg tablets,65632020,Uromide Tablet (Consolidated Chemicals (UK) Ltd),Sulfacarbamide/phenazopyridine Hydrochloride,,Tablet,Oral,5010800,Sulphonamides And Trimethoprim
24856,99096998,05.01.08.00,Sulfadimidine 1g/3ml injection,51733020,Sulphamezathine 333mg/ml Injection (AstraZeneca UK Ltd),Sulfadimidine,333mg/ml,Injection,,5010800,Sulphonamides And Trimethoprim
27417,95043992,05.01.08.00,Sulfafurazole 500mg tablets,66803020,Sulphafurazole 500mg tablet,Sulfafurazole Acetyl,500mg,Tablets,Oral,5010800,Sulphonamides And Trimethoprim
260,95044992,05.01.08.00,Sulfafurazole 500mg/5ml syrup,66804020,Sulphafurazole 500mg/5ml oral solution,Sulfafurazole Acetyl,500mg/5ml,Syrup,Oral,5010800,Sulphonamides And Trimethoprim
33420,93602997,05.01.01.02,Temocillin 1g injection (powder for reconstitution),72555020,Temocillin 1g powder for solution for injection vials,Temocillin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular,5010102,Penicillinase-resistant Penicillins
2922,99382997,05.01.03.00,Tetracycline & nystatin 250mg+250ku tablets,66966020,Tetracycline 250mg with nystatin 250000units tablets,Tetracycline Hydrochloride/Nystatin,"250mg + 250,000 Units",Tablets,Oral,05010300/05020000,Tetracyclines/Antifungal Drugs
121,95194998,05.01.03.00,Tetracycline 250mg modified release capsules,66948020,Tetracycline 250mg capsules,Tetracycline hydrochloride,250mg,Capsule,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne
31476,94561997,05.01.03.00,Tetracycline hydrochloride 250mg infusion (powder for reconstitution),69235020,Achromycin iv 250mg/vial Intravenous injection (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,250mg/vial,Intravenous Injection,Intravenous Injection,05010300/05040100,Tetracyclines/Antimalarials
34011,97892998,05.01.03.00,Tetracycline hydrochloride 250mg modified release capsules,66960020,Tetracycline 250mg capsules,Tetracycline Hydrochloride,250mg,Capsules,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne
28573,94561996,05.01.03.00,Tetracycline hydrochloride 500mg infusion (powder for reconstitution),69234020,Achromycin im 100mg/vial intramuscular injection (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,100mg/vial,Intramuscular Injection,Intramuscular Injection,05010300/05040100,Tetracyclines/Antimalarials
17222,95190998,05.01.03.00,Tetracycline with amphoteracin syrup,52925020,Mysteclin Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd),Tetracycline Hydrochloride/Amphotericin B,,Oral Solution,Oral,5010300,Tetracyclines
17222,98795998,05.01.03.00,Tetracycline with amphoteracin syrup,52925020,Mysteclin Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd),Tetracycline Hydrochloride/Amphotericin B,,Oral Solution,Oral,5010300,Tetracyclines
,99831998,05.01.03.00,Tetracycline with pancreatic enzymes capsules,,,,,,,,
17095,97245997,05.01.01.04,Ticarcillin & clavulanic acid 1.5g+100mg injection (powder for reconstitution),67947020,Clavulanic acid 100mg with Ticarcillin 1.5g infusion,Ticarcillin Sodium/Potassium Clavulanate,100mg + 1.5g,Infusion,,05010103/05010104,Broad-spectrum Penicillins/Antipseudomonal Penicillins
18962,95164998,05.01.01.04,Ticarcillin 1g injection (powder for reconstitution),67061020,Ticarcillin 1g/vial Injection,Ticarcillin Sodium,1g/vial,Injection,,5010104,Antipseudomonal Penicillins
25938,95164996,05.01.01.04,Ticarcillin 5g injection (powder for reconstitution),67063020,Ticarcillin 5g/vial Injection,Ticarcillin Sodium,5g/vial,Injection,,5010104,Antipseudomonal Penicillins
17677,95154998,05.01.04.00,Tobramycin 20mg/2ml injection,73934020,Tobramycin 10mg/ml Injection,Tobramycin,10mg/ml,Injection,,5010400,Aminoglycosides
153,94553992,05.01.08.00,Trimethoprim 100mg/5ml injection,68199020,Trimethoprim 100mg/5ml solution for injection ampoules,Trimethoprim,20mg/1ml,Solution for injection,Intravenous,0,Unknown
477,99025996,05.01.08.00,Trimethoprim 50mg/5ml sugar free suspension,68198020,Trimethoprim 50mg/5ml oral suspension sugar free,Trimethoprim,10mg/1ml,Oral suspension,Oral,5010800,Sulphonamides And Trimethoprim
